,initialization,filtering,windowing,ego_vehicles,grouping,saving,total
1,0.29315185546875,0.028207063674926758,0.8689179420471191,0.15287208557128906,1.9390101432800293,0.03039097785949707,3.3125500679016113
2,0.30029892921447754,0.007489919662475586,0.9355409145355225,0.2334141731262207,1.955885887145996,0.028213024139404297,3.4608428478240967
3,0.24359869956970215,0.0070400238037109375,0.718170166015625,0.1341571807861328,1.7308971881866455,0.02697920799255371,2.86084246635437
4,0.3000679016113281,0.007768869400024414,1.0266947746276855,0.16848015785217285,3.0873429775238037,0.044484853744506836,4.6348395347595215
5,0.322659969329834,0.0077056884765625,1.0692121982574463,0.16962289810180664,3.205878973007202,0.04664492607116699,4.8217246532440186
6,0.366657018661499,0.00925898551940918,1.219897985458374,0.27376389503479004,3.536250114440918,0.05194687843322754,5.457774877548218
7,0.2067251205444336,0.006445169448852539,0.5618479251861572,0.11289501190185547,1.5985751152038574,0.022777795791625977,2.5092661380767822
8,0.3766336441040039,0.00987696647644043,1.3946638107299805,0.20886492729187012,3.4180233478546143,0.04761815071105957,5.455680847167969
9,0.3444857597351074,0.008417129516601562,1.2037880420684814,0.18867111206054688,2.952550172805786,0.0429987907409668,4.74091100692749
10,0.2069718837738037,0.00683283805847168,0.5459327697753906,0.11173510551452637,1.6884548664093018,0.02858591079711914,2.5885133743286133
11,0.5224900245666504,0.013023138046264648,1.968285083770752,0.44273900985717773,4.058149814605713,0.04799675941467285,7.0526838302612305
12,0.9108240604400635,0.018605709075927734,4.407949209213257,0.6762299537658691,7.362113952636719,0.08307600021362305,13.458798885345459
13,0.8397469520568848,0.017854928970336914,4.429950952529907,0.6359422206878662,7.11332106590271,0.08656811714172363,13.123384237289429
14,0.8038198947906494,0.01697373390197754,3.7594707012176514,0.4237477779388428,6.009674072265625,0.06959891319274902,11.083285093307495
15,0.26090002059936523,0.006617069244384766,0.7301619052886963,0.1318190097808838,1.7767119407653809,0.024960041046142578,2.9311699867248535
16,0.27112388610839844,0.007171154022216797,0.7873270511627197,0.212493896484375,1.9634881019592285,0.028909921646118164,3.2705140113830566
17,0.2645900249481201,0.006823062896728516,0.7399232387542725,0.19838690757751465,1.8052327632904053,0.02713918685913086,3.042095184326172
