,initialization,filtering,windowing,ego_vehicles,grouping,saving,total
1,0.5139358043670654,0.009305953979492188,,0.04691600799560547,0.08195924758911133,0.3526139259338379,1.0047309398651123
2,0.5709929466247559,0.011084794998168945,,0.09405994415283203,0.18651819229125977,0.4543039798736572,1.3169598579406738
3,0.560683012008667,0.010312795639038086,,0.09349417686462402,0.146575927734375,0.3875918388366699,1.198657751083374
4,0.5710930824279785,0.010524988174438477,,0.09084272384643555,0.15347504615783691,0.361130952835083,1.1870667934417725
5,0.5791270732879639,0.011075019836425781,,0.10199904441833496,0.15668296813964844,0.3915441036224365,1.2404282093048096
6,0.5843470096588135,0.011744022369384766,,0.1400771141052246,0.16848301887512207,0.6276888847351074,1.5323400497436523
7,0.5459630489349365,0.0102081298828125,,0.08218908309936523,0.12285804748535156,0.36405205726623535,1.1252703666687012
8,0.5797181129455566,0.01278376579284668,,0.17024898529052734,0.18976211547851562,0.34273219108581543,1.2952451705932617
9,0.5800628662109375,0.010293006896972656,,0.10974907875061035,0.1775062084197998,0.32443690299987793,1.2020480632781982
10,0.5149490833282471,0.01215815544128418,,0.09876799583435059,0.16703104972839355,0.19194602966308594,0.9848523139953613
11,0.5588998794555664,0.008805036544799805,,0.07053995132446289,0.11136817932128906,0.15813589096069336,0.9077489376068115
12,0.500525951385498,0.008340120315551758,,0.04141998291015625,0.06551694869995117,0.1839287281036377,0.7997317314147949
13,0.5344610214233398,0.01109004020690918,,0.08408999443054199,0.1358489990234375,0.2586359977722168,1.0241260528564453
14,0.4465038776397705,0.005754947662353516,,0.029030799865722656,0.08224081993103027,0.103759765625,0.667290210723877
15,0.44826507568359375,0.0057179927825927734,,0.03934311866760254,0.06488609313964844,0.12843108177185059,0.6866433620452881
16,0.5599899291992188,0.011870145797729492,,0.1022789478302002,0.16877484321594238,0.4767191410064697,1.3196330070495605
17,0.5775299072265625,0.011528253555297852,,0.10584187507629395,0.1929168701171875,0.40746521949768066,1.2952821254730225
18,0.5552701950073242,0.010323047637939453,,0.07620596885681152,0.11074614524841309,0.2723071575164795,1.0248525142669678
19,0.611558198928833,0.013173103332519531,,0.12259101867675781,0.1947948932647705,0.4646618366241455,1.4067790508270264
20,0.5901050567626953,0.011194229125976562,,0.1033940315246582,0.16529273986816406,0.34485793113708496,1.214843988418579
21,0.5276050567626953,0.0093841552734375,,0.10439920425415039,0.14496588706970215,0.25292491912841797,1.0392792224884033
22,0.49008917808532715,0.006756782531738281,,0.06125998497009277,0.10812115669250488,0.16683697700500488,0.833064079284668
